2,1,16,"tilesheet/8,2"
2,1,5,"tilesheet/1,7"
2,2,1,"passability/0,0"
2,2,10,"tilesheet/2,0"
2,2,5,"tilesheet/0,6"
3,2,16,"tilesheet/8,2"
3,2,5,"tilesheet/0,7"
3,2,30,"obstacles/0,1"
2,0,9,"tilesheet/10,5"
2,0,5,"tilesheet/1,6"
2,0,1,"passability/2,0"
3,1,9,"tilesheet/10,0"
3,1,5,"tilesheet/0,6"
3,1,1,"passability/2,0"
1,0,16,"tilesheet/9,0"
1,0,5,"tilesheet/0,6"
1,4,10,"tilesheet/1,1"
1,2,1,"passability/0,0"
1,2,10,"tilesheet/1,1"
0,3,10,"tilesheet/1,1"
2,3,1,"passability/0,0"
2,3,10,"tilesheet/2,1"
2,3,5,"tilesheet/0,6"
0,4,10,"tilesheet/1,1"
2,4,1,"passability/0,0"
2,4,10,"tilesheet/2,1"
2,4,5,"tilesheet/0,7"
0,0,1,"passability/0,0"
0,0,10,"tilesheet/2,1"
0,0,5,"tilesheet/0,7"
0,1,1,"passability/0,0"
0,1,10,"tilesheet/1,1"
0,1,5,"tilesheet/0,6"
0,2,10,"tilesheet/1,1"
1,3,10,"tilesheet/1,1"
4,3,5,"tilesheet/1,6"
4,3,30,"obstacles/1,2"
3,0,9,"tilesheet/10,3"
3,0,5,"tilesheet/0,7"
3,0,1,"passability/2,0"
4,0,5,"tilesheet/1,7"
4,1,9,"tilesheet/10,0"
4,1,5,"tilesheet/1,6"
4,1,1,"passability/2,0"
4,2,1,"passability/2,0"
4,2,5,"tilesheet/1,7"
4,2,30,"obstacles/1,1"
4,2,9,"tilesheet/10,3"
4,4,5,"tilesheet/1,7"
3,4,16,"tilesheet/9,0"
3,4,5,"tilesheet/0,7"
3,3,16,"tilesheet/9,0"
3,3,5,"tilesheet/0,6"
3,3,30,"obstacles/0,2"
1,1,1,"passability/0,0"
1,1,10,"tilesheet/2,0"
1,1,5,"tilesheet/0,7"
