3,0,5,"tilesheet/1,6"
1,0,5,"tilesheet/1,6"
1,1,16,"tilesheet/8,2"
1,1,5,"tilesheet/1,7"
3,4,10,"tilesheet/1,2"
2,1,5,"tilesheet/0,7"
2,1,30,"obstacles/2,0"
2,0,5,"tilesheet/0,6"
3,1,5,"tilesheet/1,7"
0,1,1,"passability/0,0"
0,1,10,"tilesheet/2,0"
0,1,5,"tilesheet/0,7"
1,4,10,"tilesheet/1,2"
0,0,5,"tilesheet/0,6"
4,4,10,"tilesheet/1,2"
4,3,10,"tilesheet/1,1"
4,2,1,"passability/0,0"
4,2,10,"tilesheet/1,0"
4,2,11,"tilesheet/4,8"
4,2,5,"tilesheet/0,6"
0,4,10,"tilesheet/1,2"
4,1,5,"tilesheet/0,7"
0,3,10,"tilesheet/1,3"
4,0,16,"tilesheet/9,2"
4,0,5,"tilesheet/0,6"
1,2,1,"passability/0,0"
1,2,10,"tilesheet/1,0"
1,2,11,"tilesheet/0,8"
1,2,5,"tilesheet/1,6"
0,2,1,"passability/0,0"
0,2,10,"tilesheet/1,1"
0,2,5,"tilesheet/0,6"
1,3,10,"tilesheet/2,3"
2,3,10,"tilesheet/1,3"
3,2,1,"passability/0,0"
3,2,10,"tilesheet/1,0"
3,2,11,"tilesheet/2,8"
3,2,5,"tilesheet/1,6"
2,2,1,"passability/0,0"
2,2,10,"tilesheet/1,0"
2,2,11,"tilesheet/0,8"
2,2,5,"tilesheet/0,6"
3,3,10,"tilesheet/2,3"
2,4,10,"tilesheet/1,2"
