0,0,5,"tilesheet/1,6"
2,0,10,"tilesheet/1,1"
3,3,1,"passability/0,0"
3,3,10,"tilesheet/0,2"
3,3,5,"tilesheet/0,6"
1,4,5,"tilesheet/0,6"
0,1,5,"tilesheet/1,7"
2,1,1,"passability/0,0"
2,1,10,"tilesheet/1,1"
3,2,1,"passability/0,0"
3,2,10,"tilesheet/1,1"
4,4,1,"passability/0,0"
4,4,10,"tilesheet/0,2"
4,4,5,"tilesheet/0,7"
2,2,1,"passability/0,0"
2,2,10,"tilesheet/0,2"
2,2,5,"tilesheet/0,6"
3,1,10,"tilesheet/1,1"
4,2,10,"tilesheet/1,1"
1,1,1,"passability/0,0"
1,1,10,"tilesheet/0,2"
1,1,5,"tilesheet/0,7"
0,4,5,"tilesheet/1,6"
2,4,5,"tilesheet/0,6"
2,3,16,"tilesheet/9,2"
2,3,5,"tilesheet/0,7"
3,0,10,"tilesheet/1,1"
4,3,1,"passability/0,0"
4,3,10,"tilesheet/1,1"
4,3,5,"tilesheet/0,6"
1,0,1,"passability/0,0"
1,0,10,"tilesheet/0,1"
1,0,5,"tilesheet/0,6"
4,0,10,"tilesheet/1,1"
1,3,5,"tilesheet/0,7"
0,2,5,"tilesheet/1,6"
4,1,10,"tilesheet/1,1"
1,2,16,"tilesheet/9,2"
1,2,5,"tilesheet/0,6"
0,3,5,"tilesheet/1,7"
3,4,16,"tilesheet/9,2"
3,4,5,"tilesheet/0,7"
