54,71,1
54,72,1
54,73,1
51,78,1
52,78,1
51,79,1
52,79,1
51,80,1
52,80,1
51,81,1
52,81,1
51,82,1
52,82,1
51,83,1
52,83,1
51,84,1
52,84,1
51,85,1
52,85,1
51,86,1
52,86,1
64,61,1
65,61,1
70,50,1
71,50,1
70,51,1
71,51,1
73,57,1
74,57,1
73,58,1
74,58,1
73,59,1
74,59,1
73,67,1
74,67,1
73,68,1
74,68,1
73,69,1
74,69,1
74,78,1
74,79,1
74,80,1
74,81,1
75,78,1
75,79,1
75,80,1
75,81,1
98,79,1
98,80,1
98,81,1
98,82,1
99,111,1
98,112,1
99,112,1
98,113,1
99,113,1
98,114,1
99,114,1
98,115,1
99,115,1
98,116,1
98,117,1
98,118,1
99,118,1
98,119,1
99,119,1
98,120,1
99,120,1
98,121,1
98,122,1
99,122,1
98,123,1
99,123,1
98,124,1
99,124,1
99,125,1
99,126,1
98,127,1
99,127,1
98,128,1
99,128,1
98,129,1
99,129,1
98,130,1
99,130,1
98,131,1
98,132,1
102,65,1
103,65,1
103,66,1
104,66,1
104,67,1
105,66,1
105,67,1
106,67,1
107,67,1
108,67,1
105,68,1
106,68,1
107,68,1
108,68,1
110,66,1
111,66,1
112,66,1
113,66,1
111,67,1
112,67,1
113,67,1
114,67,1
111,68,1
112,68,1
113,68,1
114,68,1
