74,52,5
72,52,5
74,50,5
70,54,5
72,54,5
70,52,5
74,54,5
70,50,5
72,50,5
76,80,5
78,84,5
78,82,5
76,82,5
76,84,5
78,80,5
102,66,5
104,69,5
104,67,5
104,65,5
40,9,5
68,56,5
66,58,5
68,58,5
66,56,5
78,86,5
76,88,5
78,88,5
76,86,5
75,39,5
77,39,5
79,39,5
72,58,5
74,58,5
70,58,5
74,56,5
72,56,5
70,56,5
73,39,5
70,38,5
109,40,5
112,71,5
110,71,5
114,71,5
111,40,5
112,43,5
113,40,5
110,43,5
114,43,5
64,72,5
62,74,5
60,72,5
64,74,5
61,70,5
62,72,5
60,74,5
63,70,5
13,-24,5
13,-22,5
58,86,5
58,88,5
56,88,5
56,86,5
49,38,5
47,38,5
45,38,5
49,36,5
45,36,5
47,36,5
54,54,5
54,52,5
54,50,5
80,88,5
80,86,5
52,84,5
50,80,5
54,82,5
54,84,5
50,84,5
54,80,5
52,80,5
50,82,5
52,82,5
15,-22,5
15,-24,5
39,27,5
37,25,5
39,29,5
37,29,5
35,29,5
39,25,5
37,27,5
39,17,5
37,17,5
39,19,5
37,15,5
37,19,5
39,15,5
72,74,5
70,72,5
74,74,5
74,72,5
72,72,5
70,74,5
73,70,5
71,70,5
23,29,5
21,29,5
15,-4,5
15,-2,5
68,65,5
66,65,5
69,68,5
65,68,5
67,68,5
35,31,5
37,31,5
39,31,5
66,52,5
68,50,5
66,50,5
68,52,5
68,54,5
66,54,5
37,23,5
39,21,5
37,21,5
39,23,5
108,71,5
106,71,5
48,41,5
48,43,5
116,63,5
118,61,5
118,63,5
116,61,5
65,44,5
69,44,5
68,40,5
67,44,5
15,-28,5
15,-26,5
58,63,5
58,61,5
56,61,5
56,63,5
19,11,5
17,11,5
56,74,5
59,70,5
58,74,5
58,72,5
56,72,5
57,70,5
55,70,5
67,70,5
66,72,5
68,72,5
69,70,5
68,74,5
66,74,5
65,70,5
54,63,5
54,61,5
118,53,5
116,53,5
73,68,5
70,65,5
71,68,5
74,65,5
72,65,5
31,31,5
33,31,5
119,38,5
117,38,5
115,38,5
19,9,5
16,7,5
17,9,5
32,11,5
30,11,5
34,11,5
61,44,5
63,44,5
66,88,5
68,88,5
68,86,5
66,86,5
15,-14,5
15,-12,5
118,57,5
118,59,5
116,57,5
116,55,5
116,59,5
118,55,5
76,63,5
78,63,5
78,61,5
76,61,5
54,56,5
54,58,5
15,-8,5
15,-6,5
15,-10,5
54,65,5
53,68,5
116,67,5
116,69,5
118,67,5
116,65,5
118,69,5
118,65,5
15,-16,5
15,-20,5
15,-18,5
109,38,5
68,63,5
66,61,5
68,61,5
66,63,5
113,38,5
111,38,5
61,48,5
63,48,5
63,46,5
61,46,5
68,78,5
66,76,5
66,78,5
68,76,5
59,68,5
57,68,5
55,68,5
58,65,5
56,65,5
22,35,5
24,37,5
20,39,5
24,39,5
22,39,5
20,35,5
24,35,5
20,37,5
22,37,5
56,58,5
58,58,5
58,56,5
56,56,5
12,41,5
14,41,5
10,41,5
16,39,5
18,39,5
16,35,5
18,37,5
16,37,5
18,35,5
13,-18,5
13,-20,5
13,-16,5
80,56,5
80,58,5
62,88,5
62,86,5
64,88,5
64,86,5
60,86,5
60,88,5
30,9,5
34,9,5
32,9,5
13,29,5
11,29,5
19,31,5
15,31,5
17,31,5
106,69,5
106,67,5
108,65,5
106,65,5
108,67,5
108,69,5
58,52,5
56,50,5
56,52,5
58,50,5
56,54,5
58,54,5
15,2,5
15,4,5
15,0,5
51,36,5
51,38,5
74,76,5
72,76,5
70,78,5
72,78,5
70,76,5
74,78,5
68,38,5
80,72,5
80,74,5
104,71,5
19,29,5
17,29,5
15,29,5
78,56,5
76,58,5
76,56,5
78,58,5
75,46,5
77,46,5
77,48,5
79,48,5
75,48,5
79,46,5
11,31,5
13,33,5
11,33,5
13,31,5
71,44,5
73,44,5
70,40,5
73,41,5
80,61,5
80,63,5
21,9,5
24,9,5
119,40,5
117,40,5
116,43,5
118,43,5
115,40,5
59,44,5
55,44,5
57,44,5
26,9,5
28,9,5
60,82,5
62,80,5
64,84,5
60,84,5
64,80,5
62,84,5
60,80,5
62,82,5
64,82,5
80,54,5
80,52,5
80,50,5
38,9,5
36,9,5
76,50,5
78,54,5
78,52,5
76,54,5
78,50,5
76,52,5
68,82,5
66,82,5
68,84,5
66,80,5
66,84,5
68,80,5
59,48,5
57,48,5
57,46,5
59,46,5
55,48,5
55,46,5
64,50,5
60,52,5
62,54,5
64,52,5
60,54,5
62,52,5
64,54,5
62,50,5
60,50,5
73,48,5
71,46,5
71,48,5
73,46,5
56,76,5
58,76,5
56,78,5
58,78,5
40,11,5
76,78,5
78,76,5
76,76,5
78,78,5
13,-12,5
13,-14,5
28,11,5
26,11,5
34,39,5
30,35,5
32,35,5
34,37,5
32,37,5
34,35,5
30,39,5
32,39,5
30,37,5
80,80,5
80,82,5
80,84,5
72,86,5
70,86,5
74,86,5
74,88,5
72,88,5
70,88,5
58,84,5
58,80,5
56,84,5
56,82,5
58,82,5
56,80,5
25,31,5
27,31,5
29,31,5
50,45,5
78,74,5
76,72,5
75,70,5
78,72,5
76,74,5
77,70,5
79,70,5
43,38,5
41,38,5
43,36,5
41,36,5
74,63,5
70,63,5
74,61,5
72,61,5
70,61,5
72,63,5
28,39,5
26,35,5
26,39,5
28,35,5
28,37,5
26,37,5
25,29,5
29,29,5
27,29,5
80,65,5
