0,0,1,"passability/3,0"
1,0,1,"passability/3,0"
2,0,1,"passability/3,0"
3,0,1,"passability/3,0"
4,0,1,"passability/3,0"
0,0,5,"tilesheet/0,6"
1,0,5,"tilesheet/1,6"
2,0,5,"tilesheet/0,6"
3,0,5,"tilesheet/1,6"
4,0,5,"tilesheet/0,6"
0,1,5,"tilesheet/0,7"
1,1,5,"tilesheet/1,7"
2,1,5,"tilesheet/0,7"
3,1,5,"tilesheet/1,7"
4,1,5,"tilesheet/0,7"
0,2,5,"tilesheet/0,6"
1,2,5,"tilesheet/1,6"
2,2,5,"tilesheet/0,6"
3,2,5,"tilesheet/1,6"
4,2,5,"tilesheet/0,6"
0,3,5,"tilesheet/0,7"
1,3,5,"tilesheet/1,7"
2,3,5,"tilesheet/0,7"
3,3,5,"tilesheet/1,7"
4,3,5,"tilesheet/0,7"
0,4,5,"tilesheet/0,6"
1,4,5,"tilesheet/1,6"
2,4,5,"tilesheet/0,6"
3,4,5,"tilesheet/1,6"
4,4,5,"tilesheet/0,6"
1,0,6,"tilesheet/6,6"
2,0,6,"tilesheet/7,6"
1,1,6,"tilesheet/6,7"
2,1,6,"tilesheet/7,7"
1,2,6,"tilesheet/6,6"
2,2,6,"tilesheet/7,6"
1,3,6,"tilesheet/6,7"
2,3,6,"tilesheet/7,7"
1,4,6,"tilesheet/6,6"
2,4,6,"tilesheet/7,6"
0,0,8,"tilesheet/1,4"
1,0,8,"tilesheet/1,4"
2,0,8,"tilesheet/1,4"
3,0,8,"tilesheet/1,4"
4,0,8,"tilesheet/2,4"
3,4,30,"obstacles/0,3"
4,4,30,"obstacles/1,3"
