1,0,10,"tilesheet/2,1"
2,0,16,"tilesheet/9,0"
2,0,5,"tilesheet/0,6"
3,4,16,"tilesheet/8,2"
3,4,5,"tilesheet/1,6"
3,3,5,"tilesheet/1,7"
4,0,5,"tilesheet/0,6"
0,3,10,"tilesheet/0,1"
0,4,10,"tilesheet/0,1"
3,1,5,"tilesheet/1,7"
0,1,10,"tilesheet/0,1"
3,0,5,"tilesheet/1,6"
4,3,5,"tilesheet/0,7"
0,2,10,"tilesheet/0,1"
4,4,5,"tilesheet/0,6"
4,1,5,"tilesheet/0,7"
3,2,5,"tilesheet/1,6"
4,2,5,"tilesheet/0,6"
2,4,10,"tilesheet/2,0"
2,4,5,"tilesheet/0,6"
1,2,10,"tilesheet/2,1"
2,1,16,"tilesheet/9,0"
2,1,5,"tilesheet/0,7"
1,1,10,"tilesheet/2,1"
1,4,10,"tilesheet/1,1"
2,2,16,"tilesheet/9,0"
2,2,5,"tilesheet/0,6"
0,0,10,"tilesheet/0,1"
1,3,10,"tilesheet/2,1"
2,3,16,"tilesheet/9,0"
2,3,5,"tilesheet/0,7"
