50,112,30
51,113,30
52,113,30
53,113,30
54,114,30
55,65,30
56,65,30
57,65,30
58,65,30
59,65,30
55,115,30
56,115,30
57,115,30
58,115,30
59,115,30
60,65,30
61,65,30
60,115,30
61,116,30
62,116,30
63,116,30
64,116,30
67,115,30
68,115,30
69,115,30
65,116,30
66,116,30
68,41,30
74,114,30
71,115,30
72,115,30
73,115,30
70,116,30
77,113,30
78,113,30
75,114,30
76,114,30
79,114,30
81,109,30
80,110,30
87,140,30
88,140,30
89,140,30
90,140,30
91,140,30
12,40,30
107,71,30
111,71,30
115,70,30
116,70,30
21,39,30
32,39,30
33,39,30
46,109,30
47,110,30
48,110,30
49,111,30
