2,3,1,"passability/0,0"
2,3,10,"tilesheet/1,1"
0,3,8,"tilesheet/0,5"
0,3,1,"passability/3,0"
3,4,10,"tilesheet/1,1"
2,0,1,"passability/0,0"
2,0,10,"tilesheet/1,1"
2,1,1,"passability/0,0"
2,1,10,"tilesheet/1,1"
3,1,10,"tilesheet/1,1"
2,4,1,"passability/0,0"
2,4,10,"tilesheet/1,1"
2,2,1,"passability/0,0"
2,2,10,"tilesheet/1,1"
3,3,10,"tilesheet/1,1"
3,0,10,"tilesheet/1,1"
1,3,8,"tilesheet/0,5"
1,3,1,"passability/3,0"
1,3,11,"tilesheet/3,5"
3,2,10,"tilesheet/1,1"
1,2,11,"tilesheet/5,5"
