2,1,1,"passability/0,0"
3,1,1,"passability/0,0"
4,1,1,"passability/0,0"
2,2,1,"passability/0,0"
2,3,1,"passability/0,0"
2,4,1,"passability/0,0"
2,0,5,"tilesheet/0,6"
3,0,5,"tilesheet/1,6"
4,0,5,"tilesheet/0,6"
2,1,5,"tilesheet/0,7"
3,1,5,"tilesheet/1,7"
4,1,5,"tilesheet/0,7"
2,2,5,"tilesheet/0,6"
3,2,5,"tilesheet/1,6"
4,2,5,"tilesheet/0,6"
2,3,5,"tilesheet/0,7"
3,3,5,"tilesheet/1,7"
4,3,5,"tilesheet/0,7"
2,4,5,"tilesheet/0,6"
3,4,5,"tilesheet/1,6"
4,4,5,"tilesheet/0,6"
0,0,10,"tilesheet/0,1"
1,0,10,"tilesheet/1,1"
2,0,10,"tilesheet/2,0"
0,1,10,"tilesheet/0,1"
1,1,10,"tilesheet/1,1"
2,1,10,"tilesheet/2,1"
0,2,10,"tilesheet/1,1"
1,2,10,"tilesheet/1,1"
2,2,10,"tilesheet/2,1"
0,3,10,"tilesheet/1,1"
1,3,10,"tilesheet/1,1"
2,3,10,"tilesheet/2,1"
0,4,10,"tilesheet/1,1"
1,4,10,"tilesheet/1,1"
2,4,10,"tilesheet/2,1"
3,0,16,"tilesheet/8,2"
3,1,16,"tilesheet/9,0"
3,2,16,"tilesheet/9,0"
3,3,16,"tilesheet/9,0"
3,4,16,"tilesheet/9,0"
3,2,20,player/default
