2,0,10,tilesheet/9
0,2,10,tilesheet/9
3,4,10,tilesheet/9
4,1,10,tilesheet/9
1,2,10,tilesheet/9
2,2,10,tilesheet/9
3,1,10,tilesheet/9
0,0,10,tilesheet/9
1,3,10,tilesheet/9
2,4,10,tilesheet/9
0,1,10,tilesheet/9
4,4,10,tilesheet/9
0,4,1,passability/0
0,4,10,tilesheet/17
2,1,10,tilesheet/9
3,2,10,tilesheet/9
1,4,1,passability/0
1,4,10,tilesheet/9
3,3,10,tilesheet/9
4,2,10,tilesheet/9
1,1,10,tilesheet/9
2,3,10,tilesheet/9
3,0,10,tilesheet/9
4,0,10,tilesheet/9
4,3,10,tilesheet/9
0,3,10,tilesheet/9
1,0,10,tilesheet/9
