3,2,8,"tilesheet/0,5"
3,2,1,"passability/3,0"
4,2,8,"tilesheet/0,5"
4,2,9,"tilesheet/5,0"
4,2,1,"passability/1,0"
0,3,1,"passability/0,0"
0,3,10,"tilesheet/2,7"
1,2,1,"passability/0,0"
1,2,10,"tilesheet/3,6"
2,2,8,"tilesheet/0,5"
2,2,1,"passability/3,0"
2,2,16,"tilesheet/8,2"
0,4,16,"tilesheet/9,2"
2,3,16,"tilesheet/9,0"
1,4,16,"tilesheet/8,0"
2,4,16,"tilesheet/9,1"
0,2,1,"passability/0,0"
0,2,10,"tilesheet/2,6"
1,3,1,"passability/0,0"
1,3,10,"tilesheet/3,7"
4,3,9,"tilesheet/5,1"
4,3,1,"passability/2,0"
4,4,9,"tilesheet/5,1"
4,4,1,"passability/2,0"
