9,1,10
8,1,10
27,1,10
25,1,10
26,1,10
37,25,10
36,25,10
39,25,10
38,25,10
40,25,10
41,25,10
38,31,10
36,31,10
37,31,10
35,31,10
19,12,10
17,12,10
15,12,10
16,12,10
18,12,10
24,23,10
20,23,10
22,23,10
21,23,10
23,23,10
-1,24,10
34,31,10
32,31,10
31,31,10
33,31,10
3,1,10
2,1,10
8,12,10
6,12,10
7,12,10
9,12,10
5,12,10
14,1,10
11,1,10
12,1,10
10,1,10
13,1,10
16,22,10
15,22,10
19,23,10
17,22,10
19,1,10
17,1,10
18,1,10
16,1,10
15,1,10
11,22,10
10,22,10
12,22,10
14,22,10
13,22,10
33,36,10
31,36,10
32,36,10
30,36,10
34,36,10
4,12,10
2,12,10
3,12,10
29,36,10
28,36,10
29,29,10
20,1,10
24,1,10
23,1,10
21,1,10
22,1,10
26,23,10
25,23,10
27,23,10
0,24,10
22,12,10
23,12,10
21,12,10
20,12,10
7,22,10
8,22,10
6,22,10
9,22,10
35,36,10
37,36,10
36,36,10
38,36,10
30,29,10
10,12,10
14,12,10
11,12,10
13,12,10
12,12,10
